,tweet_id,name,verified,created_at,retweet_count,favorite_count,followers_count,hashtags,text,clean_text,textblob_sentiment,textblob_summary,vader_sentiment_pos,vader_sentiment_neg,vader_sentiment_neu,vader_sentiment_compound,vader_summary
14,14,Watcher.Guru,True,2022-03-05 10:22:52+00:00,426,2292,708057,"[{'text': 'crypto', 'indices': [77, 84]}]",JUST IN: Virginia state has approved a bill that will allow banks to provide #crypto custody services.,"['virginia', 'state', 'approved', 'bill', 'allow', 'bank', 'provide', 'crypto', 'custody', 'service']",0.0,Neutral,0.37,0.0,0.63,0.5719,Positive
15,15,The Moon,True,2022-03-05 16:55:01+00:00,266,1776,1013020,"[{'text': 'crypto', 'indices': [12, 19]}]","Choose your #crypto team:

Team 🅰️           Team 🅱️
$BTC                    $ETH
$MANA                $SAND
$DOGE… https://t.co/fA0JvaEavN","['choose', 'crypto', 'team', 'team', 'team', 'btc', 'eth', 'mana', 'sand', 'doge', 'httpstcofa0jvaeavn']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
16,16,MEXC Global,True,2022-03-05 01:00:00+00:00,210,502,404177,"[{'text': 'crypto', 'indices': [6, 13]}]",Which #crypto are you trading this weekend? 👀,"['crypto', 'trading', 'weekend', '']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
18,18,The Moon,True,2022-03-05 09:47:06+00:00,166,1477,1013020,"[{'text': 'Bitcoin', 'indices': [71, 79]}, {'text': 'crypto', 'indices': [109, 116]}]","Justin Bieber’s listing agent just sold a mansion for $18.5 million in #Bitcoin!

Would you buy a house with #crypto?","['justin', 'bieber', 'listing', 'agent', 'sold', 'mansion', '185', 'million', 'bitcoin', 'would', 'buy', 'house', 'crypto']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
19,19,Juan,True,2022-03-05 17:31:07+00:00,88,94,162410,[],"🔥@luckyblockcoin Merch is LIVE!🎉
 
Hoodies, t-shirts and more, don’t miss your chance to gear up in the Lucky Block… https://t.co/cF0i2A3z6A","['', 'luckyblockcoin', 'merch', 'live', 'hoodies', 'tshirts', 'miss', 'chance', 'gear', 'lucky', 'block', 'httpstcocf0i2a3z6a']",0.23484848484848483,Positive,0.294,0.276,0.429,0.0772,Positive
20,20,David Gokhshtein,True,2022-03-05 13:43:06+00:00,148,1536,610961,"[{'text': 'crypto', 'indices': [26, 33]}]",How many people came into #crypto because of $DOGE?,"['many', 'people', 'came', 'crypto', 'doge']",0.5,Positive,0.0,0.0,1.0,0.0,Neutral
21,21,Bitcoin News,True,2022-03-05 09:33:07+00:00,151,520,2437101,"[{'text': 'crypto', 'indices': [61, 68]}]","""It is an open ledger, trying to sneak lots of money through #crypto would be more traceable than using U.S. dollar… https://t.co/Jwb3jwFuNq","['open', 'ledger', 'trying', 'sneak', 'lot', 'money', 'crypto', 'would', 'traceable', 'using', 'u', 'dollar', 'httpstcojwb3jwfunq']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
22,22,Bitcoin News,True,2022-03-05 12:03:14+00:00,87,245,2437101,"[{'text': 'crypto', 'indices': [5, 12]}]","“The #crypto market today has a market capitalization of about $2 trillion in round numbers, which tells you that I… https://t.co/XgVK4OEjtP","['', 'crypto', 'market', 'today', 'market', 'capitalization', '2', 'trillion', 'round', 'number', 'tell', 'httpstcoxgvk4oejtp']",-0.2,Negative,0.126,0.0,0.874,0.0772,Positive
23,23,Bitcoin News,True,2022-03-05 16:34:04+00:00,90,267,2437101,"[{'text': 'bitcoin', 'indices': [81, 89]}, {'text': 'crypto', 'indices': [99, 106]}]","Shake Shack says participants will get 15% of their purchase back in the form of #bitcoin, and the #crypto promotio… https://t.co/ut8jAbzRSc","['shake', 'shack', 'say', 'participant', 'get', '15', 'purchase', 'back', 'form', 'bitcoin', 'crypto', 'promotio', 'httpstcout8jabzrsc']",0.0,Neutral,0.0,0.124,0.876,-0.1779,Negative
24,24,Litecoin,True,2022-03-05 17:55:29+00:00,120,469,927299,"[{'text': 'blockchain', 'indices': [34, 45]}, {'text': 'Litecoin', 'indices': [70, 79]}]","Litecoin is the third most active #blockchain network in the world. 

#Litecoin on-chain transaction volume in the… https://t.co/fgsrQb8nGy","['litecoin', 'third', 'active', 'blockchain', 'network', 'world', 'litecoin', 'onchain', 'transaction', 'volume', 'httpstcofgsrqb8ngy']",-0.06666666666666667,Negative,0.213,0.0,0.787,0.4019,Positive
25,25,Bitcoin News,True,2022-03-05 09:33:07+00:00,151,520,2437101,"[{'text': 'crypto', 'indices': [61, 68]}]","""It is an open ledger, trying to sneak lots of money through #crypto would be more traceable than using U.S. dollar… https://t.co/Jwb3jwFuNq","['open', 'ledger', 'trying', 'sneak', 'lot', 'money', 'crypto', 'would', 'traceable', 'using', 'u', 'dollar', 'httpstcojwb3jwfunq']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
26,26,Bitcoin News,True,2022-03-05 12:03:14+00:00,87,245,2437101,"[{'text': 'crypto', 'indices': [5, 12]}]","“The #crypto market today has a market capitalization of about $2 trillion in round numbers, which tells you that I… https://t.co/XgVK4OEjtP","['', 'crypto', 'market', 'today', 'market', 'capitalization', '2', 'trillion', 'round', 'number', 'tell', 'httpstcoxgvk4oejtp']",-0.2,Negative,0.126,0.0,0.874,0.0772,Positive
27,27,Bitcoin News,True,2022-03-05 13:33:29+00:00,95,245,2437101,"[{'text': 'cryptocurrency', 'indices': [88, 103]}, {'text': 'crypto', 'indices': [105, 112]}]",G7 countries and the EU are looking at ways to stop Russia from evading sanctions using #cryptocurrency. #crypto… https://t.co/wXEn4QFp8Z,"['g7', 'country', 'eu', 'looking', 'way', 'stop', 'russia', 'evading', 'sanction', 'using', 'cryptocurrency', 'crypto', 'httpstcowxen4qfp8z']",0.0,Neutral,0.0,0.155,0.845,-0.296,Negative
28,28,Watcher.Guru,True,2022-03-05 11:01:13+00:00,149,1043,708057,"[{'text': 'cryptocurrency', 'indices': [77, 92]}]","JUST IN: 🇸🇬 Singapore has introduced sanctions against Russian Central Bank, #cryptocurrency transactions, and an export ban on electronics.","['singapore', 'introduced', 'sanction', 'russian', 'central', 'bank', 'cryptocurrency', 'transaction', 'export', 'ban', 'electronics']",0.0,Neutral,0.0,0.265,0.735,-0.5574,Negative
30,30,Ian Heinisch,True,2022-03-05 21:34:37+00:00,16,27,7822,"[{'text': 'cryptocurrency', 'indices': [54, 69]}]",I can not wait for the move to earn app. @YetiCoinEth #cryptocurrency https://t.co/DiIpxIDnBO,"['wait', 'move', 'earn', 'app', 'yeticoineth', 'cryptocurrency', 'httpstcodiipxidnbo']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
32,32,Watcher.Guru,True,2022-03-05 18:03:54+00:00,785,3411,708057,"[{'text': 'Bitcoin', 'indices': [93, 101]}, {'text': 'crypto', 'indices': [106, 113]}]","JUST IN: Deputy Minister of Ukraine says, ""We are able to operate internationally because of #Bitcoin and #crypto""","['deputy', 'minister', 'ukraine', 'say', 'able', 'operate', 'internationally', 'bitcoin', 'crypto']",0.25,Positive,0.0,0.0,1.0,0.0,Neutral
33,33,Watcher.Guru,True,2022-03-05 10:22:52+00:00,426,2292,708057,"[{'text': 'crypto', 'indices': [77, 84]}]",JUST IN: Virginia state has approved a bill that will allow banks to provide #crypto custody services.,"['virginia', 'state', 'approved', 'bill', 'allow', 'bank', 'provide', 'crypto', 'custody', 'service']",0.0,Neutral,0.37,0.0,0.63,0.5719,Positive
34,34,The Moon,True,2022-03-05 16:55:01+00:00,266,1776,1013020,"[{'text': 'crypto', 'indices': [12, 19]}]","Choose your #crypto team:

Team 🅰️           Team 🅱️
$BTC                    $ETH
$MANA                $SAND
$DOGE… https://t.co/fA0JvaEavN","['choose', 'crypto', 'team', 'team', 'team', 'btc', 'eth', 'mana', 'sand', 'doge', 'httpstcofa0jvaeavn']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
35,35,MEXC Global,True,2022-03-05 01:00:00+00:00,210,502,404177,"[{'text': 'crypto', 'indices': [6, 13]}]",Which #crypto are you trading this weekend? 👀,"['crypto', 'trading', 'weekend', '']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
37,37,The Moon,True,2022-03-05 09:47:06+00:00,166,1477,1013020,"[{'text': 'Bitcoin', 'indices': [71, 79]}, {'text': 'crypto', 'indices': [109, 116]}]","Justin Bieber’s listing agent just sold a mansion for $18.5 million in #Bitcoin!

Would you buy a house with #crypto?","['justin', 'bieber', 'listing', 'agent', 'sold', 'mansion', '185', 'million', 'bitcoin', 'would', 'buy', 'house', 'crypto']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
38,38,Juan,True,2022-03-05 17:31:07+00:00,88,94,162410,[],"🔥@luckyblockcoin Merch is LIVE!🎉
 
Hoodies, t-shirts and more, don’t miss your chance to gear up in the Lucky Block… https://t.co/cF0i2A3z6A","['', 'luckyblockcoin', 'merch', 'live', 'hoodies', 'tshirts', 'miss', 'chance', 'gear', 'lucky', 'block', 'httpstcocf0i2a3z6a']",0.23484848484848483,Positive,0.294,0.276,0.429,0.0772,Positive
39,39,David Gokhshtein,True,2022-03-05 13:43:06+00:00,148,1536,610961,"[{'text': 'crypto', 'indices': [26, 33]}]",How many people came into #crypto because of $DOGE?,"['many', 'people', 'came', 'crypto', 'doge']",0.5,Positive,0.0,0.0,1.0,0.0,Neutral
40,40,Bitcoin News,True,2022-03-05 09:33:07+00:00,151,520,2437101,"[{'text': 'crypto', 'indices': [61, 68]}]","""It is an open ledger, trying to sneak lots of money through #crypto would be more traceable than using U.S. dollar… https://t.co/Jwb3jwFuNq","['open', 'ledger', 'trying', 'sneak', 'lot', 'money', 'crypto', 'would', 'traceable', 'using', 'u', 'dollar', 'httpstcojwb3jwfunq']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
41,41,Bitcoin News,True,2022-03-05 12:03:14+00:00,87,245,2437101,"[{'text': 'crypto', 'indices': [5, 12]}]","“The #crypto market today has a market capitalization of about $2 trillion in round numbers, which tells you that I… https://t.co/XgVK4OEjtP","['', 'crypto', 'market', 'today', 'market', 'capitalization', '2', 'trillion', 'round', 'number', 'tell', 'httpstcoxgvk4oejtp']",-0.2,Negative,0.126,0.0,0.874,0.0772,Positive
42,42,Bitcoin News,True,2022-03-05 16:34:04+00:00,90,267,2437101,"[{'text': 'bitcoin', 'indices': [81, 89]}, {'text': 'crypto', 'indices': [99, 106]}]","Shake Shack says participants will get 15% of their purchase back in the form of #bitcoin, and the #crypto promotio… https://t.co/ut8jAbzRSc","['shake', 'shack', 'say', 'participant', 'get', '15', 'purchase', 'back', 'form', 'bitcoin', 'crypto', 'promotio', 'httpstcout8jabzrsc']",0.0,Neutral,0.0,0.124,0.876,-0.1779,Negative
43,43,Litecoin,True,2022-03-05 17:55:29+00:00,120,469,927299,"[{'text': 'blockchain', 'indices': [34, 45]}, {'text': 'Litecoin', 'indices': [70, 79]}]","Litecoin is the third most active #blockchain network in the world. 

#Litecoin on-chain transaction volume in the… https://t.co/fgsrQb8nGy","['litecoin', 'third', 'active', 'blockchain', 'network', 'world', 'litecoin', 'onchain', 'transaction', 'volume', 'httpstcofgsrqb8ngy']",-0.06666666666666667,Negative,0.213,0.0,0.787,0.4019,Positive
44,44,Watcher.Guru,True,2022-03-05 14:07:47+00:00,345,2130,708057,"[{'text': 'Bitcoin', 'indices': [9, 17]}, {'text': 'Ethereum', 'indices': [19, 28]}, {'text': 'Dogecoin', 'indices': [34, 43]}]","JUST IN: #Bitcoin, #Ethereum, and #Dogecoin are the 3 favorite coins of US citizens according to a survey by Bakkt.","['bitcoin', 'ethereum', 'dogecoin', '3', 'favorite', 'coin', 'u', 'citizen', 'according', 'survey', 'bakkt']",0.5,Positive,0.273,0.0,0.727,0.4588,Positive
45,45,Watcher.Guru,True,2022-03-05 03:00:34+00:00,422,1905,708057,"[{'text': 'BNB', 'indices': [78, 82]}, {'text': 'Bitcoin', 'indices': [91, 99]}]","Top 10 Cyptocurrencies in the World by Twitter Followers (04/MARCH/2022) 

1. #BNB 7.8M
2. #Bitcoin 4.7M
3.… https://t.co/Y0qxzxjbI9","['top', '10', 'cyptocurrencies', 'world', 'twitter', 'follower', '04march2022', '1', 'bnb', '78m', '2', 'bitcoin', '47m', '3', 'httpstcoy0qxzxjbi9']",0.5,Positive,0.141,0.0,0.859,0.2023,Positive
46,46,Matt Wallace,True,2022-03-05 23:09:36+00:00,234,1399,541692,"[{'text': 'Dogecoin', 'indices': [0, 9]}]",#Dogecoin is only a matter of months away from literally being placed on the actual moon 👀🚀,"['', 'dogecoin', 'matter', 'month', 'away', 'literally', 'placed', 'actual', 'moon', '']",0.0,Neutral,0.136,0.0,0.864,0.0258,Neutral
47,47,Matt Wallace,True,2022-03-05 04:22:21+00:00,166,1059,541692,"[{'text': 'Dogecoin', 'indices': [57, 66]}, {'text': 'ToTheMOOOOOOON', 'indices': [67, 82]}]",Wow! Thanks Elon Musk for the personal voice message 😂👍🏼 #Dogecoin #ToTheMOOOOOOON https://t.co/vh5YHVRwnd,"['wow', 'thanks', 'elon', 'musk', 'personal', 'voice', 'message', 'dogecoin', 'tothemooooooon', 'httpstcovh5yhvrwnd']",0.10000000000000002,Positive,0.456,0.0,0.544,0.7717,Positive
48,48,Bitcoin News,True,2022-03-05 09:33:07+00:00,151,520,2437101,"[{'text': 'crypto', 'indices': [61, 68]}]","""It is an open ledger, trying to sneak lots of money through #crypto would be more traceable than using U.S. dollar… https://t.co/Jwb3jwFuNq","['open', 'ledger', 'trying', 'sneak', 'lot', 'money', 'crypto', 'would', 'traceable', 'using', 'u', 'dollar', 'httpstcojwb3jwfunq']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
49,49,Bitcoin News,True,2022-03-05 12:03:14+00:00,87,245,2437101,"[{'text': 'crypto', 'indices': [5, 12]}]","“The #crypto market today has a market capitalization of about $2 trillion in round numbers, which tells you that I… https://t.co/XgVK4OEjtP","['', 'crypto', 'market', 'today', 'market', 'capitalization', '2', 'trillion', 'round', 'number', 'tell', 'httpstcoxgvk4oejtp']",-0.2,Negative,0.126,0.0,0.874,0.0772,Positive
50,50,Bitcoin News,True,2022-03-05 13:33:29+00:00,95,245,2437101,"[{'text': 'cryptocurrency', 'indices': [88, 103]}, {'text': 'crypto', 'indices': [105, 112]}]",G7 countries and the EU are looking at ways to stop Russia from evading sanctions using #cryptocurrency. #crypto… https://t.co/wXEn4QFp8Z,"['g7', 'country', 'eu', 'looking', 'way', 'stop', 'russia', 'evading', 'sanction', 'using', 'cryptocurrency', 'crypto', 'httpstcowxen4qfp8z']",0.0,Neutral,0.0,0.155,0.845,-0.296,Negative
51,51,Watcher.Guru,True,2022-03-05 11:01:13+00:00,149,1043,708057,"[{'text': 'cryptocurrency', 'indices': [77, 92]}]","JUST IN: 🇸🇬 Singapore has introduced sanctions against Russian Central Bank, #cryptocurrency transactions, and an export ban on electronics.","['singapore', 'introduced', 'sanction', 'russian', 'central', 'bank', 'cryptocurrency', 'transaction', 'export', 'ban', 'electronics']",0.0,Neutral,0.0,0.265,0.735,-0.5574,Negative
53,53,Ian Heinisch,True,2022-03-05 21:34:37+00:00,16,27,7822,"[{'text': 'cryptocurrency', 'indices': [54, 69]}]",I can not wait for the move to earn app. @YetiCoinEth #cryptocurrency https://t.co/DiIpxIDnBO,"['wait', 'move', 'earn', 'app', 'yeticoineth', 'cryptocurrency', 'httpstcodiipxidnbo']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
55,55,Watcher.Guru,True,2022-03-05 18:03:54+00:00,785,3411,708057,"[{'text': 'Bitcoin', 'indices': [93, 101]}, {'text': 'crypto', 'indices': [106, 113]}]","JUST IN: Deputy Minister of Ukraine says, ""We are able to operate internationally because of #Bitcoin and #crypto""","['deputy', 'minister', 'ukraine', 'say', 'able', 'operate', 'internationally', 'bitcoin', 'crypto']",0.25,Positive,0.0,0.0,1.0,0.0,Neutral
56,56,Watcher.Guru,True,2022-03-05 10:22:52+00:00,426,2292,708057,"[{'text': 'crypto', 'indices': [77, 84]}]",JUST IN: Virginia state has approved a bill that will allow banks to provide #crypto custody services.,"['virginia', 'state', 'approved', 'bill', 'allow', 'bank', 'provide', 'crypto', 'custody', 'service']",0.0,Neutral,0.37,0.0,0.63,0.5719,Positive
57,57,The Moon,True,2022-03-05 16:55:01+00:00,266,1776,1013020,"[{'text': 'crypto', 'indices': [12, 19]}]","Choose your #crypto team:

Team 🅰️           Team 🅱️
$BTC                    $ETH
$MANA                $SAND
$DOGE… https://t.co/fA0JvaEavN","['choose', 'crypto', 'team', 'team', 'team', 'btc', 'eth', 'mana', 'sand', 'doge', 'httpstcofa0jvaeavn']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
58,58,MEXC Global,True,2022-03-05 01:00:00+00:00,210,502,404177,"[{'text': 'crypto', 'indices': [6, 13]}]",Which #crypto are you trading this weekend? 👀,"['crypto', 'trading', 'weekend', '']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
60,60,The Moon,True,2022-03-05 09:47:06+00:00,166,1477,1013020,"[{'text': 'Bitcoin', 'indices': [71, 79]}, {'text': 'crypto', 'indices': [109, 116]}]","Justin Bieber’s listing agent just sold a mansion for $18.5 million in #Bitcoin!

Would you buy a house with #crypto?","['justin', 'bieber', 'listing', 'agent', 'sold', 'mansion', '185', 'million', 'bitcoin', 'would', 'buy', 'house', 'crypto']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
61,61,Juan,True,2022-03-05 17:31:07+00:00,88,94,162410,[],"🔥@luckyblockcoin Merch is LIVE!🎉
 
Hoodies, t-shirts and more, don’t miss your chance to gear up in the Lucky Block… https://t.co/cF0i2A3z6A","['', 'luckyblockcoin', 'merch', 'live', 'hoodies', 'tshirts', 'miss', 'chance', 'gear', 'lucky', 'block', 'httpstcocf0i2a3z6a']",0.23484848484848483,Positive,0.294,0.276,0.429,0.0772,Positive
62,62,David Gokhshtein,True,2022-03-05 13:43:06+00:00,148,1536,610961,"[{'text': 'crypto', 'indices': [26, 33]}]",How many people came into #crypto because of $DOGE?,"['many', 'people', 'came', 'crypto', 'doge']",0.5,Positive,0.0,0.0,1.0,0.0,Neutral
63,63,Bitcoin News,True,2022-03-05 09:33:07+00:00,151,520,2437101,"[{'text': 'crypto', 'indices': [61, 68]}]","""It is an open ledger, trying to sneak lots of money through #crypto would be more traceable than using U.S. dollar… https://t.co/Jwb3jwFuNq","['open', 'ledger', 'trying', 'sneak', 'lot', 'money', 'crypto', 'would', 'traceable', 'using', 'u', 'dollar', 'httpstcojwb3jwfunq']",0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
64,64,Bitcoin News,True,2022-03-05 12:03:14+00:00,87,245,2437101,"[{'text': 'crypto', 'indices': [5, 12]}]","“The #crypto market today has a market capitalization of about $2 trillion in round numbers, which tells you that I… https://t.co/XgVK4OEjtP","['', 'crypto', 'market', 'today', 'market', 'capitalization', '2', 'trillion', 'round', 'number', 'tell', 'httpstcoxgvk4oejtp']",-0.2,Negative,0.126,0.0,0.874,0.0772,Positive
65,65,Bitcoin News,True,2022-03-05 16:34:04+00:00,90,267,2437101,"[{'text': 'bitcoin', 'indices': [81, 89]}, {'text': 'crypto', 'indices': [99, 106]}]","Shake Shack says participants will get 15% of their purchase back in the form of #bitcoin, and the #crypto promotio… https://t.co/ut8jAbzRSc","['shake', 'shack', 'say', 'participant', 'get', '15', 'purchase', 'back', 'form', 'bitcoin', 'crypto', 'promotio', 'httpstcout8jabzrsc']",0.0,Neutral,0.0,0.124,0.876,-0.1779,Negative
66,66,Litecoin,True,2022-03-05 17:55:29+00:00,120,469,927299,"[{'text': 'blockchain', 'indices': [34, 45]}, {'text': 'Litecoin', 'indices': [70, 79]}]","Litecoin is the third most active #blockchain network in the world. 

#Litecoin on-chain transaction volume in the… https://t.co/fgsrQb8nGy","['litecoin', 'third', 'active', 'blockchain', 'network', 'world', 'litecoin', 'onchain', 'transaction', 'volume', 'httpstcofgsrqb8ngy']",-0.06666666666666667,Negative,0.213,0.0,0.787,0.4019,Positive
67,67,Watcher.Guru,True,2022-03-05 14:07:47+00:00,345,2130,708057,"[{'text': 'Bitcoin', 'indices': [9, 17]}, {'text': 'Ethereum', 'indices': [19, 28]}, {'text': 'Dogecoin', 'indices': [34, 43]}]","JUST IN: #Bitcoin, #Ethereum, and #Dogecoin are the 3 favorite coins of US citizens according to a survey by Bakkt.","['bitcoin', 'ethereum', 'dogecoin', '3', 'favorite', 'coin', 'u', 'citizen', 'according', 'survey', 'bakkt']",0.5,Positive,0.273,0.0,0.727,0.4588,Positive
68,68,Watcher.Guru,True,2022-03-05 03:00:34+00:00,422,1905,708057,"[{'text': 'BNB', 'indices': [78, 82]}, {'text': 'Bitcoin', 'indices': [91, 99]}]","Top 10 Cyptocurrencies in the World by Twitter Followers (04/MARCH/2022) 

1. #BNB 7.8M
2. #Bitcoin 4.7M
3.… https://t.co/Y0qxzxjbI9","['top', '10', 'cyptocurrencies', 'world', 'twitter', 'follower', '04march2022', '1', 'bnb', '78m', '2', 'bitcoin', '47m', '3', 'httpstcoy0qxzxjbi9']",0.5,Positive,0.141,0.0,0.859,0.2023,Positive
69,69,Matt Wallace,True,2022-03-05 23:09:36+00:00,234,1399,541692,"[{'text': 'Dogecoin', 'indices': [0, 9]}]",#Dogecoin is only a matter of months away from literally being placed on the actual moon 👀🚀,"['', 'dogecoin', 'matter', 'month', 'away', 'literally', 'placed', 'actual', 'moon', '']",0.0,Neutral,0.136,0.0,0.864,0.0258,Neutral
70,70,Matt Wallace,True,2022-03-05 04:22:21+00:00,166,1059,541692,"[{'text': 'Dogecoin', 'indices': [57, 66]}, {'text': 'ToTheMOOOOOOON', 'indices': [67, 82]}]",Wow! Thanks Elon Musk for the personal voice message 😂👍🏼 #Dogecoin #ToTheMOOOOOOON https://t.co/vh5YHVRwnd,"['wow', 'thanks', 'elon', 'musk', 'personal', 'voice', 'message', 'dogecoin', 'tothemooooooon', 'httpstcovh5yhvrwnd']",0.10000000000000002,Positive,0.456,0.0,0.544,0.7717,Positive
